WSID,Water System Name,History of E. coli Presence,Increasing Presence of Water Quality Trends Toward MCL,Treatment Technique Violations,Past Presence on the HR2W List,Maximum Duration of High Potential Exposure (HPE),Percentage of Sources Exceeding an MCL,Number of Water Sources ,Presence of Interties,Water Source Types,DWR – Drought & Water Shortage Risk Assessment Results,Critically Overdrafted Groundwater Basin,Percent of Median Household Income (%MHI),Extreme Water Bill,Percent Shutoffs,Number of Service Connections,Operator Certification Violations,Monitoring and Reporting Violations,Significant Deficiencies,Extensive Treatment Installed,Final At-Risk List
CA4400723,MISSION SPRINGS CONFERENCE CENTER,0,0.25,0,0,0.25,0,0,1,0,0,0,0, ,0,1,0,1,0,0,Not At-Risk
CA4400750,APTOS HIGH SCHOOL,0,0,0,0, ,0,0,0,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA4400751,BONNY DOON SCHOOL,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4400754,MONTE VISTA CHRISTIAN SCHOOL,0,0.25,0,0, ,1,0,1,0,0,1, , ,0,1,0,0,0,0,At-Risk
CA4400755,MONTEREY BAY ACADEMY,0,0,0,0,0,0,0,1,0,0,1, , ,0,1,0,0,0,0,Not At-Risk
CA4400756,MOUNTAIN ELEMENTARY SCHOOL,0,0.25,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA4400757,ALIANZA CHARTER (PREV. SALSIPUEDES),0,0,0,0, ,0,1,1,1,0,1, ,0,0,1,0,0,0,0,At-Risk
CA4400758,RENAISSANCE HIGH SCHOOL,0,0,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA4400762,SHERIFF'S REHAB,0,0,0,0,0.25,0,1,1,1,0,1, ,0,0,1,0,0,0,0,At-Risk
CA4400763,BUENA VISTA MIGRANT CENTER,0,0,0,0,0.5,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA4400764,MOUNT MADONNA CENTER,0,0,0,0,0,0,0,1,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA4400850,THE WILLOWS RESORT,0,0,0,0,0,0,1,1,1,1,0,0, ,0,1,0,1,0,0,At-Risk
CA4400875,SANTA CRUZ WALDORF SCHOOL,0,0,0,0, ,0,0,1,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA4410001,BIG BASIN WATER COMPANY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA4410002,SLVWD - FELTON WATER SYSTEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Not At-Risk
CA4410008,"MT. HERMON ASSOCIATION, INC.",0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4410016,FOREST LAKES MWC,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4410018,CENTRAL WATER DISTRICT,0,0,0,0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA4500003,MEL MAR MUTUAL WATER CO,0,0,0,0,0,0,1,1,1,0,0,0,0, ,1,0,0,0,0,Not At-Risk
CA4500006,"SHASTA CSA - SUGARLOAF, #2",0,0,1,0.5,0.25,0,0,1,0,0,0,1,0.5,0,1,0,0,0,1,HR2W
CA4500007,VERDE VALE WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500008,LAKESHORE VILLA MUTUAL WATER CO,0,0,0,0,0,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Not At-Risk
CA4500009,CORTLAND PINES MUTUAL WATER CO,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500012,CASCADE RACQUET CLUB MUTUAL WATER,0,0,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500013,LAKESIDE WOODS MUTUAL WATER CO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500014,LAKESHORE HEIGHTS MUTUAL WATER,0,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA4500015,"SHASTA CSA - CASTELLA, #3",0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,At-Risk
CA4500016,LAKEHEAD SUBD MUTUAL WATER CO,0,0,0,0,0.5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4500018,SALT CREEK SUMMER HOMES,0,0,0,0,0.5,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4500022,DEL ORO WATER CO. - HAT CREEK DISTRICT,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA4500023,HAT CREEK HIGHLANDS MUTUAL WATER CO,0,0,1,0,0,0,1,1,1,1,0,0, ,0,1,0,0,0,1,At-Risk
CA4500027,BIG SPRINGS MUTUAL WATER SYSTEM,0,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500028,"SHASTA CSA - CRAGVIEW, #23",0,0.5,0,0.5,0.25,0,1,1,1,0,0,1,0,0,1,0,0,0,1,At-Risk
CA4500041,ANDERSON UNION HIGH SCHOOL,0,0,0,0, ,0,0,1,0, ,0, ,0,0,1,0,0,0,0,Not At-Risk
CA4500054,BALLS FERRY FISHING RESORT,0,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500062,LONE TREE MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0.25,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4500063,CEDAR CREEK MOBILEHOME PARK,0,0,0,0,0.25,0,1,1,1,1,0,0, ,0,1,0,0,0,0,Potentially At-Risk
CA4500066,CLEAR CREEK MOBILE PARK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500081,LAZY LANDING MOBILE HOME PARK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500082,MIDWAY MOBILEHOME PARK,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4500089,PINE RIDGE PARK ESTATES,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4500092,RIVER BREEZE MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500093,RED HILL MOBILEHOME PARK,0,0.5,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500094,RIVERLAND MOBILEHOME PARK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500098,ANDERSON MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500101,LAKE SHASTA PINES RV PARK & CAMPGROUND,0,0,0,0,0,0,0,1,0,1,0, ,0,0,1,0,1,0,0,Potentially At-Risk
CA4500102,NORTH REDDING RV VILLAGE,0,0,0,0,0,0,0,1,0,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500104,SUNRISE MOBILEHOME PARK,0,0,0,0,0,0,1,1,1,0.25,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4500106,RIO VISTA MOBILEHOME ESTATES,0,0,0,0,0,0,1,1,1,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA4500107,ZUFALL'S MOBILEHOME PARK,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500160,PACHECO ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4500161,PRAIRIE ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4500162,INDIAN SPRINGS SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4500163,JUNCTION SCHOOL DISTRICT,0,0,0,0, ,0,0,1,0, ,0, ,0,0,1,0,0,0,0,Not At-Risk
CA4500170,MONTGOMERY CREEK SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4500173,CASSEL PARK MUTUAL WATER CO,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500180,MILLVILLE ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4500181,WHITMORE UNION ELEM SCHOOL,0,0,0,0, ,0,0,1,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA4500183,BLACK BUTTE ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4500190,OAK RUN ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4500193,VERDE VALE ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4500194,VILLAGE GREEN,0,0.5,0,0,0,0,1,1,1,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4500195,STARLITE PINES MUTUAL WATER CO INC,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4500200,AMBERWOOD MOBILE HOME PARK,0,0,0,0,0.5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4500203,RAPID RIVER MOBILEHOME PARK,0,0,0,0,0,0,1,1,1,0.25,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4500204,WHITE OAK MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500210,LASSEN PINES MUTUAL WATER CO INC,0,0,0,0,0,0,0,1,0,0.25,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4500214,WEST VALLEY HIGH SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4500219,CREEKSIDE MOBILEHOME PARK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500235,WOODRIDGE MUTUAL WATER CO,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4500246,EL RIO ESTATES,0,0,0,0,0,0,0,1,0,0,0,0,0, ,1,0,0,0,0,Not At-Risk
CA4500247,WEST COTTONWOOD APARTMENTS,0,0,0,0,0.25,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500254,ANDERSON PARK VILLAGE,0,0,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500255,SACRAMENTO RIVER RV PARK,0,0,0,0,0,0,1,1,1,0,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4500290,PINE GROVE MOBILEHOME PARK,0,0,0,0,0.25,0,1,1,1,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4500303,TUCKER OAKS EAST WATER DISTRICT,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500313,SHASTA CO CSA # 8 PALO CEDRO,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4500314,SHASTA CO CSA # 13 ALPINE MEADOWS,0,0,0,0,0.25,0,1,1,1,0,0,0.75,0,0,1,0,0,0,0,Potentially At-Risk
CA4500317,"SHASTA CSA - FRENCH GULCH, #11",0,0,0,0.5,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA4500322,BLACK BUTTE JUNIOR HIGH SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA4510002,MOUNTAIN GATE C.S.D.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Not At-Risk
CA4510003,BURNEY WATER DISTRICT,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA4510004,"SHASTA CSA - JONES VALLEY, #6",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA4510007,COTTONWOOD COUNTY WATER DIST.,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Not At-Risk
CA4510008,FALL RIVER VALLEY CSD,0,0,0,0,0.5,0,0,1,0,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4510009,SHASTA FOREST VILLAGE M.W.C.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4510011,CENTERVILLE C.S.D.,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA4510013,SHASTA C.S.D.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA4510015,DEL ORO WATER CO.-JOHNSON PARK,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4600009,"SIERRA CSA #5, SIERRA BROOKS",0,0,0,0,0,0,0,1,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA4600012,ALLEGHANY COUNTY W.D.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Not At-Risk
CA4600017,R.R. LEWIS SMALL WC,0,0,0,0,1,0,0,1,0,0,0,1,0.5,0,1,0,0,0,0,Potentially At-Risk
CA4600018,SIERRAVILLE P.U.D.,0,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4600019,SIERRA CO. W.W.D #1 CALPINE,0,0.5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,At-Risk
CA4600056,"SIERRA CITY WATER WORKS, INC.",0,0,0,0,0,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Not At-Risk
CA4610001,CITY OF LOYALTON,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4610002,DOWNIEVILLE PUBLIC U.D.,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,At-Risk
CA4700503,CALLAHAN WATER DISTRICT,0,0,0,0,0,0,1,1,1,1,0,0.75,0,0,1,0,0,0,1,At-Risk
CA4700513,HORNBROOK C.S.D.,0,0,1,0.5,0,0,0,1,0,0.25,0,0,0,0,1,1,0,0,0,HR2W
CA4700521,SISKIYOU CO.SERVICE AREA #5/CARRICK,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4700523,GRENADA SANITARY DISTRICT,0,0,1,0,0.5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4700528,SISKIYOU CO. ROLLING HILLS MWC,0,0,0,0,0.25,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4700531,TENNANT C.S.D.,0,0,0,0,0.25,0,1,1,1,1,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4700541,CHATEAU SHASTA MOBILE HOME & RV PARK,0,0,0,0,0.25,0,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4700542,ABRAMS LAKE MOBILE ESTATES,0,0,0,0,1,0,0,1,0,0.25,0,0, ,0,1,0,0,0,0,Not At-Risk
CA4700546,CAL ORE MOBILE ESTATES,0,0,0,0,1,0,1,1,1,0.25,0,0, ,0,1,0,0,0,0,At-Risk
CA4700549,LAKE SISKIYOU M.W.C.,1,0,1,0.5,0.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,At-Risk
CA4700551,COPCO LAKE MWC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4700559,BUTTEVILLE UNION SCHOOL,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA4700569,WILLOW CREEK SCHOOL,0,0,1,0, ,0,1,1,1,1,0, , ,0,1,0,0,0,0,At-Risk
CA4700577,BIG SPRINGS UNION ELEM. SCHOOL,0,0,0,0, ,0,1,1,1,0.25,0, ,0,0,1,0,1,0,0,At-Risk
CA4700582,GAZELLE SCHOOL,1,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,1,0,0,At-Risk
CA4700585,JUNCTION ELEMENTARY SCHOOL,0,0,1,0.5, ,1,1,1,1,1,0, , ,0,1,0,1,0,0,HR2W
CA4700591,DELPHIC ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0,0, , ,0,1,0,1,0,0,At-Risk
CA4700626,COVE MOBILE VILLA,0,0,0,0,0.5,0,1,1,1,1,0,0,0,0,1,0,1,0,0,At-Risk
CA4700627,JUNIPER CREEK ESTATES,0,0,0,0,0,0,1,1,1,0,0,0, ,0,1,0,1,0,0,Potentially At-Risk
CA4700630,SHASTA VIEW HEIGHTS OWNERS ASSOCIATION,0,0,0,0,0,0,1,1,1,0,0,0, ,0,1,0,1,0,0,Potentially At-Risk
CA4700638,OAK VALLEY ACRES P.O.A.,0,0,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4700686,SUN MOUNTAIN M.W.C.,0,0,0,0,0.5,0,1,1,1,1,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4700803,SHADOW MOUNTAIN MHP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4700872,MONTE SHASTA M.W.C.,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4700880,SISKIYOU LAKE HIGHLANDS MWC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4700884,SHASTINA MOBILE ESTATES,0,0,0,0,0.25,0,0,1,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA4710001,"DORRIS, CITY OF",0,0,0,0,0.25,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4710002,"DUNSMUIR, CITY OF",0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,At-Risk
CA4710003,"FORT JONES, TOWN OF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Not At-Risk
CA4710004,"ETNA, CITY OF",0,0,0,0,0.25,0,1,1,1,0,0, ,0,0,1,0,1,0,1,At-Risk
CA4710006,MCCLOUD C.S.D.,1,0,1,0,1,0,0,1,0,0,0,0.75,0,0,0,0,0,0,1,At-Risk
CA4710007,"MONTAGUE, CITY OF",0,0.25,1,0,1,0,0,1,0,0,0,0.75,0,0,0,0,0,0,1,At-Risk
CA4710008,"MT. SHASTA, CITY OF",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Potentially At-Risk
CA4710009,"WEED, CITY OF",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Not At-Risk
CA4710010,"TULELAKE, CITY OF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4710011,"YREKA, CITY OF",0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,Not At-Risk
CA4710012,HAPPY CAMP C.S.D.,0,0,0,0,0,0,1,1,1,0,0,0.75,0,0,1,0,1,0,1,At-Risk
CA4710013,LAKE SHASTINA C.S.D,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Not At-Risk
CA4800531,VACA VILLA APARTMENTS,0,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4800561,SNUG HARBOR RESORT,0,0,0,0,1,1,0,1,0,0,1, ,0,0,1,0,0,0,0,At-Risk
CA4800564,HIDDEN ACRES TRAILER VILLA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4800574,DANA RANCH,0,1,0,0,0.5,1,1,1,1,0.25,0,0,0,0,1,0,0,0,0,At-Risk
CA4800589,CRESTA MESA PARQUE,0,1,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4800753,VINEYARD RV PARK,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA4810002,CALIFORNIA WATER SERVICE CO. - DIXON,0,1,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0,0,Not At-Risk
CA4810009,CITY OF DIXON,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA4810010,SID - GIBSON CANYON,0,0,0,0,0,0,0,1,0,0,0,0.75,0.5,0,1,0,0,0,1,Not At-Risk
CA4810011,SID - ELMIRA,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4810012,SID - QUAIL CANYON,0,0,0,0,0,0,1,1,1,0,0,0.75,0.5,0,1,0,0,0,0,Potentially At-Risk
CA4810013,RURAL NORTH VACAVILLE WATER DISTRICT,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4810021,CITY OF VALLEJO-LAKES SYSTEM,0,0.25,0,0,0.5,0,0,1,0, ,0,0.75,0.5,0,0,0,0,0,1,Potentially At-Risk
CA4810024,SID - BLUE RIDGE OAKS,0,0,0,0,0,0,1,0,0.5,0,0,0.75,1,0,1,0,0,0,0,Not At-Risk
CA4810025,SID - PLEASANT HILLS RANCH,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,1,Not At-Risk
CA4810026,SID - PEABODY,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4810701,CALIFORNIA WATER SERVICE CO.-TRAVIS AFB,0,0.5,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,Not At-Risk
CA4810800,CALIFORNIA STATE PRISON - SOLANO,1,0,1,0,0.5,0,0,0,0,0,0, , ,0,0,0,0,0,1,At-Risk
CA4810801,DELTA CONSERVATION CAMP,0,0,0,0,0,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA4900508,"CAZADERO WATER COMPANY, INC. (PUC)",0,0,1,0.5,0.25,0,0,1,0,0,0, , ,0,1,0,1,0,0,HR2W
CA4900510,SOUTH CLOVERDALE WATER COMPANY,0,0,0,0,0,0,1,1,1,0.25,0,1,0,0,1,0,0,0,0,Potentially At-Risk
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,0,0,0,0,0.25,1,1,1,1,0,0,0.75,0,0,1,0,1,0,0,At-Risk
CA4900513,MADRONE MUTUAL WATER COMPANY,0,0.25,0,0,1,1,0,1,0,0,0,0.75,0,0,1,0,0,0,0,At-Risk
CA4900514,RANCHO DEL PARADISO-CAL WATER SVC (PUC),0,0,0,0,0,0,1,0,0.5, ,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900521,GILL CREEK MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900532,SONOMA COUNTY CSA 41-JENNER,0,0,0,0,0.25,0,1,1,1,0,0,1,0,0,1,0,0,0,1,HR2W
CA4900533,MORTON'S WARM SPRINGS / SONOMA SPRINGS,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA4900536,OCCIDENTAL COMMUNITY SERVICES DISTRICT,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900543,SONOMA COUNTY CSA 41-SALMON CREEK,0,0.25,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,Potentially At-Risk
CA4900545,"BRANGER MUTUAL WATER COMPANY, INC.",0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,HR2W
CA4900546,HAWKINS WATER CO-CAL WATER SERVICE (PUC),0,0,0,0,0,1,0,1,0, ,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900547,END-O-VALLEY MUTUAL WATER COMPANY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900548,HOLLAND HEIGHTS MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900549,SONOMA COUNTY CSA 41-FREESTONE,0,0.25,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Potentially At-Risk
CA4900551,MELITA HEIGHTS MUTUAL WATER COMPANY,0,0.25,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Potentially At-Risk
CA4900552,MICHELE MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Not At-Risk
CA4900553,PARK ROYAL MUTUAL WATER COMPANY,0,0.5,0,0,0,1,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Potentially At-Risk
CA4900558,BELMONT TERRACE MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4900559,FIRCREST MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900560,KELLY MUTUAL WATER COMPANY,0,0,0,0,0.25,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA4900561,WILLOWSIDE MUTUAL WATER COMPANY,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900562,DIAMOND A MUTUAL WATER COMPANY,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,0,0,0,0,0,0,0,1,0,0,0,0.75,0.5,0,1,0,1,0,0,HR2W
CA4900568,VALLEY FORD WATER ASSOCIATION,0,1,1,0.5,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,HR2W
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,0,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900573,WILSHIRE HEIGHTS MUTUAL WATER COMPANY,0,0.25,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,At-Risk
CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,0,0.5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,At-Risk
CA4900577,RIO LINDO ADVENTIST ACADEMY,0,0,0,0,0,0,0,1,0,0.25,0, ,0,0,1,0,0,0,0,Not At-Risk
CA4900578,CARMET BY THE SEA WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Not At-Risk
CA4900580,SONOMA MOUNTAIN COUNTY WATER DISTRICT,0,0.25,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900584,TIMBER COVE COUNTY WATER DISTRICT,0,0.25,0,0.5,1,0,0,1,0,0,0,1, ,0,1,0,0,0,1,HR2W
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA4900587,BRAND WATER COMPANY,0,0,0,0,0,0,1,1,1,0.25,0,0, ,0,1,0,0,0,0,Not At-Risk
